/home/rdmerrio/gits/yaep/test/compare_parsers/ansic.y, warning,parser-conflict, 1 shift/reduce conflict 
/home/rdmerrio/gits/yaep/src/yaep.c,2757,old-style-cast,48: warning: use of old-style cast to 'vlo_t**' {aka 'class vlo**'} 
/home/rdmerrio/gits/yaep/src/yaep.c,6551,sign-conversion,28: warning: conversion to 'ptrdiff_t' {aka 'long int'} from 'long unsigned int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3039,old-style-cast,51: warning: use of old-style cast to 'struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3039,,25: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'core_symb_vect*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,3040,old-style-cast,51: warning: use of old-style cast to 'struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3040,,25: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'core_symb_vect*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,1272,conversion,31: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3773,conversion,32: warning: conversion from 'ptrdiff_t' {aka 'long int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3075,old-style-cast,77: warning: use of old-style cast to 'struct core_symb_vect***' 
/home/rdmerrio/gits/yaep/src/yaep.c,1158,sign-conversion,31: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1158,conversion,10: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3154,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3154,old-style-cast,75: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3164,old-style-cast,24: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2785,old-style-cast,40: warning: use of old-style cast to 'vlo_t**' {aka 'class vlo**'} 
/home/rdmerrio/gits/yaep/src/yaep.c,3165,old-style-cast,54: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1175,sign-conversion,31: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3165,conversion,15: warning: conversion from 'long int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3167,sign-conversion,47: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3839,conversion,33: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3844,conversion,38: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3177,sign-conversion,36: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1175,conversion,10: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3179,old-style-cast,67: warning: use of old-style cast to 'struct core_symb_vect***' 
/home/rdmerrio/gits/yaep/src/yaep.c,3181,old-style-cast,71: warning: use of old-style cast to 'struct core_symb_vect***' 
/home/rdmerrio/gits/yaep/src/yaep.c,3183,sign-conversion,21: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2806,old-style-cast,47: warning: use of old-style cast to 'vlo_t**' {aka 'class vlo**'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1193,sign-conversion,31: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3194,sign-conversion,34: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2807,old-style-cast,17: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3196,old-style-cast,76: warning: use of old-style cast to 'struct core_symb_vect**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1193,conversion,10: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,2807,old-style-cast,54: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,6615,sign-conversion,44: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1218,sign-conversion,13: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3242,old-style-cast,69: warning: use of old-style cast to 'struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1219,sign-conversion,37: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3266,old-style-cast,53: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3288,old-style-cast,49: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2972,sign-conversion,44: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1236,sign-conversion,13: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,6614,conversion,44: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3309,old-style-cast,38: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1237,sign-conversion,37: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2996,old-style-cast,69: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3368,old-style-cast,48: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3373,old-style-cast,48: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3379,old-style-cast,44: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3379,old-style-cast,44: warning: use of old-style cast to 'hash_table_entry_t' {aka 'const void*'} 
/home/rdmerrio/gits/yaep/src/yaep.c,3385,sign-conversion,55: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3004,old-style-cast,70: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3386,old-style-cast,54: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3005,old-style-cast,70: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1507,sign-conversion,48: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/vlobject.h,168,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3032,old-style-cast,53: warning: use of old-style cast to 'struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3032,,27: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'core_symb_vect*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,4067,old-style-cast,80: warning: use of old-style cast to 'struct yaep_read_grammar_context*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3408,old-style-cast,68: warning: use of old-style cast to 'struct core_symb_vect**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1272,conversion,31: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3039,old-style-cast,51: warning: use of old-style cast to 'struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3409,old-style-cast,17: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3039,,25: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'core_symb_vect*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,3409,old-style-cast,70: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3040,old-style-cast,51: warning: use of old-style cast to 'struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3040,,25: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'core_symb_vect*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/vlobject.h,168,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3075,old-style-cast,77: warning: use of old-style cast to 'struct core_symb_vect***' 
/home/rdmerrio/gits/yaep/src/yaep.c,1289,,15: warning: comparison of integer expressions of different signedness: 'int' and 'long unsigned int' 
/home/rdmerrio/gits/yaep/src/yaep.c,6624,conversion,73: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1540,,32: warning: format '%d' expects argument of type 'int', but argument 3 has type 'ptrdiff_t' {aka 'long int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,3542,old-style-cast,42: warning: use of old-style cast to 'struct grammar*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3154,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3154,old-style-cast,75: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3607,old-style-cast,61: warning: use of old-style cast to 'struct grammar*' 
./src/sgramm.y,153,old-style-cast,39: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1507,sign-conversion,48: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3164,old-style-cast,24: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3165,old-style-cast,54: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3165,conversion,15: warning: conversion from 'long int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3167,sign-conversion,47: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
./src/sgramm.y,155,conversion,42: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3177,sign-conversion,36: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1846,sign-conversion,12: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3179,old-style-cast,67: warning: use of old-style cast to 'struct core_symb_vect***' 
/home/rdmerrio/gits/yaep/src/yaep.c,3181,old-style-cast,71: warning: use of old-style cast to 'struct core_symb_vect***' 
/home/rdmerrio/gits/yaep/src/yaep.c,3183,sign-conversion,21: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
./src/sgramm.y,165,old-style-cast,48: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3194,sign-conversion,34: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3196,old-style-cast,76: warning: use of old-style cast to 'struct core_symb_vect**' 
./src/sgramm.y,179,old-style-cast,37: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/vlobject.h,235,sign-conversion,27: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
./src/sgramm.y,181,conversion,38: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,6790,sign-conversion,20: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'char**' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1853,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
./src/sgramm.y,194,old-style-cast,38: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3242,old-style-cast,69: warning: use of old-style cast to 'struct core_symb_vect*' 
./src/sgramm.y,202,old-style-cast,38: warning: use of old-style cast to 'char*' 
./src/sgramm.y,204,conversion,42: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1857,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1540,,32: warning: format '%d' expects argument of type 'int', but argument 3 has type 'ptrdiff_t' {aka 'long int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,3266,old-style-cast,53: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3288,old-style-cast,49: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3309,old-style-cast,38: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3773,conversion,32: warning: conversion from 'ptrdiff_t' {aka 'long int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1872,conversion,14: warning: conversion from 'int' to 'short int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3368,old-style-cast,48: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3373,old-style-cast,48: warning: use of old-style cast to 'const struct core_symb_vect*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3379,old-style-cast,44: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3379,old-style-cast,44: warning: use of old-style cast to 'hash_table_entry_t' {aka 'const void*'} 
/home/rdmerrio/gits/yaep/src/yaep.c,3385,sign-conversion,55: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1875,conversion,23: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3386,old-style-cast,54: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3408,old-style-cast,68: warning: use of old-style cast to 'struct core_symb_vect**' 
/home/rdmerrio/gits/yaep/src/yaep.c,3409,old-style-cast,17: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3409,old-style-cast,70: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1912,sign-conversion,36: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3839,conversion,33: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3844,conversion,38: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/vlobject.h,168,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,3542,old-style-cast,42: warning: use of old-style cast to 'struct grammar*' 
/home/rdmerrio/gits/yaep/src/yaep.c,3607,old-style-cast,61: warning: use of old-style cast to 'struct grammar*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,cast-qual,11: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,7119,shadow,54: warning: declaration of 'parse_free' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,1846,sign-conversion,12: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/vlobject.h,235,sign-conversion,27: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,cast-qual,11: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,4067,old-style-cast,80: warning: use of old-style cast to 'struct yaep_read_grammar_context*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1853,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,7132,sign-conversion,49: warning: unsigned conversion from 'int' to 'unsigned int' changes value from '-129' to '4294967167' 
/home/rdmerrio/gits/yaep/src/yaep.c,3773,conversion,32: warning: conversion from 'ptrdiff_t' {aka 'long int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,1857,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2128,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2129,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2132,cast-qual,19: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,3839,conversion,33: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1872,conversion,14: warning: conversion from 'int' to 'short int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,3844,conversion,38: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1875,conversion,23: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,7173,shadow,53: warning: declaration of 'parse_free' shadows a global declaration 
./src/sgramm.y,381,old-style-cast,36: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2152,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,1912,sign-conversion,36: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2153,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2154,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2155,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,cast-qual,11: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2164,cast-qual,22: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2165,cast-qual,24: warning: cast discards 'const' qualifier from pointer target type 
./src/sgramm.y,492,old-style-cast,36: warning: use of old-style cast to 'struct sterm*' 
./src/sgramm.y,492,,19: warning: cast from type 'const void*' to type 'sterm*' casts away qualifiers 
./src/sgramm.y,492,old-style-cast,65: warning: use of old-style cast to 'struct sterm*' 
./src/sgramm.y,492,,48: warning: cast from type 'const void*' to type 'sterm*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
./src/sgramm.y,500,old-style-cast,28: warning: use of old-style cast to 'struct sterm*' 
./src/sgramm.y,500,,11: warning: cast from type 'const void*' to type 'sterm*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2166,cast-qual,20: warning: cast discards 'const' qualifier from pointer target type 
./src/sgramm.y,500,old-style-cast,57: warning: use of old-style cast to 'struct sterm*' 
./src/sgramm.y,500,,40: warning: cast from type 'const void*' to type 'sterm*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2169,sign-conversion,12: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,4067,old-style-cast,80: warning: use of old-style cast to 'struct yaep_read_grammar_context*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,cast-qual,11: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2169,sign-conversion,50: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
./src/sgramm.y,563,old-style-cast,70: warning: use of old-style cast to 'struct set_sgrammar_context*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2176,cast-qual,23: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2128,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2177,cast-qual,23: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2129,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
./src/sgramm.y,606,conversion,29: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sterm*' 
./src/sgramm.y,608,sign-conversion,15: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2132,cast-qual,19: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2178,cast-qual,25: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2179,cast-qual,25: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2180,cast-qual,21: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2152,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2181,cast-qual,21: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2153,cast-qual,33: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2154,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
./src/sgramm.y,640,sign-conversion,29: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
./src/sgramm.y,643,sign-conversion,15: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2155,cast-qual,18: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sterm*' 
/home/rdmerrio/gits/yaep/src/yaep.c,66,conversion,27: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,2164,cast-qual,22: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2230,sign-conversion,60: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2165,cast-qual,24: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sterm*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2166,cast-qual,20: warning: cast discards 'const' qualifier from pointer target type 
./src/sgramm.y,674,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2169,sign-conversion,12: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct srule*' 
/home/rdmerrio/gits/yaep/src/yaep.c,66,conversion,27: warning: conversion from 'long unsigned int' to 'int' may change value 
./src/sgramm.y,691,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'char*' 
./src/sgramm.y,694,old-style-cast,32: warning: use of old-style cast to 'const char**' 
./src/sgramm.y,694,,10: warning: cast from type 'char**' to type 'const char**' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2169,sign-conversion,50: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2246,sign-conversion,53: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,4292,shadow,43: warning: declaration of 'grammar' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2176,cast-qual,23: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2177,cast-qual,23: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,4306,shadow,39: warning: declaration of 'grammar' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2178,cast-qual,25: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,4320,shadow,42: warning: declaration of 'grammar' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2179,cast-qual,25: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,4334,shadow,37: warning: declaration of 'grammar' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2324,sign-conversion,58: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,4348,shadow,47: warning: declaration of 'grammar' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2180,cast-qual,21: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2327,sign-conversion,58: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,4362,shadow,42: warning: declaration of 'grammar' shadows a global declaration 
/home/rdmerrio/gits/yaep/src/yaep.c,2181,cast-qual,21: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,2330,sign-conversion,58: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
./src/sgramm.y,153,old-style-cast,39: warning: use of old-style cast to 'char*' 
./src/sgramm.y,155,conversion,42: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/vlobject.h,168,sign-conversion,26: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
./src/sgramm.y,165,old-style-cast,48: warning: use of old-style cast to 'char*' 
./src/sgramm.y,179,old-style-cast,37: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,66,conversion,27: warning: conversion from 'long unsigned int' to 'int' may change value 
./src/sgramm.y,181,conversion,38: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'char**' 
